State,University Name,City,ZIP Code,Enrollment (approx.),Notes (Accessibility, Taxes, etc.)
MD,University of Maryland, College Park,College Park,20742,"41,000","Prince George's County commercial property tax ~1.8%. Accessible via WMATA."
MD,Towson University,Towson,21252,"22,000","Baltimore County commercial property tax ~1.9%. Accessible via MTA."
MD,University of Maryland, Baltimore County,Baltimore,21250,"14,000","Baltimore County commercial property tax ~1.9%. Accessible via MTA."
MD,Salisbury University,Salisbury,21801,"8,500","Wicomico County commercial property tax ~1.5%. Accessible via Shore Transit."
MD,University of Baltimore,Baltimore,21201,"5,000","Baltimore City commercial property tax ~2.2%. Accessible via MTA."
MD,Morgan State University,Baltimore,21251,"8,000","Baltimore City commercial property tax ~2.2%. Accessible via MTA."
MD,Frostburg State University,Frostburg,21532,"5,000","Allegany County commercial property tax ~1.6%. Limited public transit."
MD,Bowie State University,Bowie,20715,"6,000","Prince George's County commercial property tax ~1.8%. Accessible via TheBus."
MD,Coppin State University,Baltimore,21216,"2,500","Baltimore City commercial property tax ~2.2%. Accessible via MTA."
MD,University of Maryland Eastern Shore,Princess Anne,21853,"2,500","Somerset County commercial property tax ~1.4%. Limited public transit."
MD,St. Mary's College of Maryland,St. Mary's City,20686,"1,500","St. Mary's County commercial property tax ~1.3%. Limited public transit."
