State,University Name,City,ZIP Code,Enrollment (approx.),Notes (Accessibility, Taxes, etc.),Surrounding ZIPs (5-mile radius)
LA,Louisiana State University,Baton Rouge,70803,"35,000",East Baton Rouge Parish commercial property tax ~1.4%. Accessible via CATS.,"70802, 70806, 70808, 70809, 70810, 70820"
LA,Tulane University,New Orleans,70118,"14,000",Orleans Parish commercial property tax ~1.6%. Accessible via RTA. *Note: Tulane is a private university.*,""
LA,University of Louisiana at Lafayette,Lafayette,70504,"19,000",Lafayette Parish commercial property tax ~1.3%. Accessible via LTS.,"70501, 70503, 70506, 70507, 70508, 70592"
LA,Louisiana Tech University,Ruston,71272,"11,000",Lincoln Parish commercial property tax ~1.2%. Accessible via KTBS.,"71270"
LA,University of New Orleans,New Orleans,70148,"8,000",Orleans Parish commercial property tax ~1.6%. Accessible via RTA.,"70119, 70122, 70124, 70126, 70127, 70128, 70129"
LA,Southeastern Louisiana University,Hammond,70402,"14,000",Tangipahoa Parish commercial property tax ~1.3%. Limited public transit.,"70401, 70403"
LA,University of Louisiana at Monroe,Monroe,71209,"9,000",Ouachita Parish commercial property tax ~1.4%. Accessible via Monroe Transit.,"71201, 71202, 71203, 71210, 71211, 71291"
LA,McNeese State University,Lake Charles,70609,"7,000",Calcasieu Parish commercial property tax ~1.4%. Accessible via Lake Charles Transit.,"70601, 70605, 70607, 70611, 70615"
LA,Nicholls State University,Thibodaux,70310,"6,000",Lafourche Parish commercial property tax ~1.3%. Limited public transit.,"70301"
LA,Grambling State University,Grambling,71245,"5,000",Lincoln Parish commercial property tax ~1.2%. Limited public transit.,"71270"
LA,Southern University and A&M College,Baton Rouge,70813,"7,000",East Baton Rouge Parish commercial property tax ~1.4%. Accessible via CATS.,"70714, 70802, 70805, 70807, 70811, 70812, 70814, 70815"
LA,Northwestern State University of Louisiana,Natchitoches,71497,"11,000",Natchitoches Parish commercial property tax ~1.2%. Limited public transit.,"71457"
