State,University Name,City,ZIP Code,Enrollment (approx.),Notes (Accessibility, Taxes, etc.)
VA,Virginia Tech,Blacksburg,24061,"37,000",Montgomery County commercial property tax ~1.0%. Accessible via Blacksburg Transit.
VA,University of Virginia,Charlottesville,22904,"26,000",Albemarle County commercial property tax ~0.9%. Accessible via CAT.
VA,Virginia Commonwealth University,Richmond,23284,"30,000",Richmond City commercial property tax ~1.2%. Accessible via GRTC.
VA,George Mason University,Fairfax,22030,"39,000","Fairfax County commercial property tax ~1.1%. Accessible via CUE Bus, WMATA."
VA,Old Dominion University,Norfolk,23529,"24,000",Norfolk City commercial property tax ~1.3%. Accessible via HRT.
VA,James Madison University,Harrisonburg,22807,"22,000",Rockingham County commercial property tax ~0.8%. Accessible via Harrisonburg Transit.
VA,Radford University,Radford,24142,"11,000",Radford City commercial property tax ~1.0%. Accessible via Radford Transit.
VA,William & Mary,Williamsburg,23187,"9,000",Williamsburg City commercial property tax ~0.8%. Accessible via WATA.
VA,Virginia State University,Petersburg,23806,"4,000",Chesterfield County commercial property tax ~1.1%. Accessible via GRTC.
VA,Norfolk State University,Norfolk,23504,"5,000",Norfolk City commercial property tax ~1.3%. Accessible via HRT.
VA,Longwood University,Farmville,23909,"5,000",Prince Edward County commercial property tax ~0.7%. Accessible via Farmville Area Bus.
VA,University of Mary Washington,Fredericksburg,22401,"4,000",Fredericksburg City commercial property tax ~1.0%. Accessible via FRED.
VA,Christopher Newport University,Newport News,23606,"5,000",Newport News City commercial property tax ~1.2%. Accessible via HRT.
VA,University of Virginia's College at Wise,Wise,24293,"2,000",Wise County commercial property tax ~0.8%. Limited public transit.
