State,University Name,City,ZIP Code,Enrollment (approx.),Notes (Accessibility, Taxes, etc.)
FL,University of Florida,Gainesville,32611,"55,000",Alachua County commercial property tax ~1.5%. Accessible via RTS.
FL,Florida State University,Tallahassee,32306,"44,000",Leon County commercial property tax ~1.5%. Accessible via StarMetro.
FL,University of Central Florida,Orlando,32816,"70,000",Orange County commercial property tax ~1.4%. Accessible via LYNX.
FL,University of South Florida,Tampa,33620,"50,000",Hillsborough County commercial property tax ~1.6%. Accessible via HART.
FL,Florida International University,Miami,33199,"58,000",Miami-Dade County commercial property tax ~1.8%. Accessible via Miami-Dade Transit.
FL,University of North Florida,Jacksonville,32224,"17,000",Duval County commercial property tax ~1.4%. Accessible via JTA.
FL,Florida Atlantic University,Boca Raton,33431,"30,000",Palm Beach County commercial property tax ~1.5%. Accessible via Palm Tran.
FL,Florida A&M University,Tallahassee,32307,"10,000",Leon County commercial property tax ~1.5%. Accessible via StarMetro.
FL,University of West Florida,Pensacola,32514,"13,000",Escambia County commercial property tax ~1.3%. Accessible via ECAT.
FL,Florida Gulf Coast University,Fort Myers,33965,"15,000",Lee County commercial property tax ~1.4%. Accessible via LeeTran.
FL,New College of Florida,Sarasota,34243,700,Sarasota County commercial property tax ~1.3%. Accessible via SCAT.
FL,Florida Polytechnic University,Lakeland,33805,"1,500",Polk County commercial property tax ~1.5%. Accessible via Citrus Connection.
