State,University Name,City,ZIP Code,Enrollment (approx.),Notes (Accessibility, Taxes, etc.)
NC,North Carolina State University,Raleigh,27695,"36,000",Wake County commercial property tax ~1.1%. Accessible via GoRaleigh.
NC,University of North Carolina at Chapel Hill,Chapel Hill,27599,"31,000",Orange County commercial property tax ~1.5%. Accessible via Chapel Hill Transit.
NC,East Carolina University,Greenville,27858,"28,000",Pitt County commercial property tax ~1.2%. Accessible via GREAT.
NC,University of North Carolina at Charlotte,Charlotte,28223,"30,000",Mecklenburg County commercial property tax ~1.3%. Accessible via CATS.
NC,Appalachian State University,Boone,28608,"20,000",Watauga County commercial property tax ~0.8%. Accessible via AppalCART.
NC,University of North Carolina at Greensboro,Greensboro,27412,"19,000",Guilford County commercial property tax ~1.3%. Accessible via GTA/HEAT.
NC,University of North Carolina Wilmington,Wilmington,28403,"18,000",New Hanover County commercial property tax ~1.1%. Accessible via Wave Transit.
NC,Western Carolina University,Cullowhee,28723,"12,000",Jackson County commercial property tax ~0.9%. Accessible via Cat-Tran.
NC,North Carolina A&T State University,Greensboro,27411,"13,000",Guilford County commercial property tax ~1.3%. Accessible via GTA/HEAT.
NC,North Carolina Central University,Durham,27707,"8,000",Durham County commercial property tax ~1.4%. Accessible via GoDurham.
NC,University of North Carolina at Pembroke,Pembroke,28372,"8,000",Robeson County commercial property tax ~1.1%. Limited public transit.
NC,Winston-Salem State University,Winston-Salem,27110,"5,000",Forsyth County commercial property tax ~1.3%. Accessible via WSTA.
NC,Fayetteville State University,Fayetteville,28301,"7,000",Cumberland County commercial property tax ~1.2%. Accessible via FAST.
NC,University of North Carolina at Asheville,Asheville,28804,"3,500",Buncombe County commercial property tax ~1.0%. Accessible via ART.
NC,Elizabeth City State University,Elizabeth City,27909,"2,000",Pasquotank County commercial property tax ~1.0%. Limited public transit.
