State,University Name,City,ZIP Code,Enrollment (approx.),Notes (Accessibility, Taxes, etc.)
WI,University of Wisconsin-Madison,Madison,53706,"48,000",Dane County commercial property tax ~2.2%. Accessible via Madison Metro.
WI,University of Wisconsin-Milwaukee,Milwaukee,53211,"24,000",Milwaukee County commercial property tax ~2.8%. Accessible via MCTS.
WI,University of Wisconsin-Oshkosh,Oshkosh,54901,"14,000",Winnebago County commercial property tax ~2.0%. Accessible via GO Transit.
WI,University of Wisconsin-Whitewater,Whitewater,53190,"12,000",Walworth County commercial property tax ~1.8%. Accessible via Whitewater Transit.
WI,University of Wisconsin-La Crosse,La Crosse,54601,"10,000",La Crosse County commercial property tax ~2.1%. Accessible via MTU.
WI,University of Wisconsin-Eau Claire,Eau Claire,54701,"10,000",Eau Claire County commercial property tax ~2.0%. Accessible via Eau Claire Transit.
WI,University of Wisconsin-Green Bay,Green Bay,54311,"9,000",Brown County commercial property tax ~2.1%. Accessible via Green Bay Metro.
WI,University of Wisconsin-Stout,Menomonie,54751,"8,000",Dunn County commercial property tax ~1.9%. Accessible via Dunn County Transit.
WI,University of Wisconsin-Platteville,Platteville,53818,"7,000",Grant County commercial property tax ~1.8%. Accessible via Platteville Public Transit.
WI,University of Wisconsin-River Falls,River Falls,54022,"6,000",Pierce County commercial property tax ~1.7%. Limited public transit.
WI,University of Wisconsin-Stevens Point,Stevens Point,54481,"8,000",Portage County commercial property tax ~2.0%. Accessible via Stevens Point Transit.
WI,University of Wisconsin-Superior,Superior,54880,"2,500",Douglas County commercial property tax ~2.2%. Accessible via DTA.
WI,University of Wisconsin-Parkside,Kenosha,53144,"4,000",Kenosha County commercial property tax ~2.4%. Accessible via Kenosha Area Transit.
